video_id,username,comment,like_count,published_at,reply_count
FZdQNw1AhZM,@dargombesgombes7558,"Riil, dulu pas di Gerindra posisi Teddy adalah Sugiono, siapa yg akan ketemu Prabowo harus lewat Sugiono dulu. Tapi memang benar, harusnya Teddy ini pensiun di militer.. tapi 2x Prabowo ""menyelamatkan"" karir militer Teddy dengan merubah2 posisinya. 
Yakinlah, tahun depan Teddy akan dinaikkan ke pangkat kolonel oleh Prabowo sehingga akan resmi menjadi ajudan, seperti pekerjaan realnya sekarang",0,2025-03-27T04:07:31Z,0
FZdQNw1AhZM,@AbdulGhofur-f5v,"❤❤❤
Mulyono",0,2025-03-26T08:29:33Z,0
FZdQNw1AhZM,@Gunawan-y9e,😮,0,2025-03-26T01:25:36Z,0
FZdQNw1AhZM,@Sabirsijogolankomaday,"Kalian cuma bisa ngomong- ngomong doang, anak muda yang cuma bisa koar-koar , apa yang kalian udah buat utk negeri ini. Baru 100 hari aja uda buat kalian pusing...Woii para pakar aball-abal kase waktu lah buat pak Prabowo jika sampai 2029 gak sukses baru dikritik..itu dong",1,2025-03-25T08:18:55Z,0
FZdQNw1AhZM,@mohamadnurrohmanhidayatull5495,channel PDI,0,2025-03-25T00:30:02Z,0
FZdQNw1AhZM,@sulemanbumiayust7883,Tempo tempoe doleoe,0,2025-03-24T20:11:55Z,0
FZdQNw1AhZM,@Try_Maqno,"Dan Apa yg Tempo Katakan 1 Bulan,.....

Terbukti Sekarang !!!!!

RUU TNI sudah di sahkan 😌",0,2025-03-24T04:10:36Z,0
FZdQNw1AhZM,@indrakhotib4271,"Anak kemarin sore manggil nama... pinter tdklah ckp.. tetapi akhlak,adap itu penting...,ini namanya rasan"" ngomongin orang blm tentu bener..",0,2025-03-23T21:06:18Z,0
FZdQNw1AhZM,@pemujarahasia95,media tempe emg jos 👍,0,2025-03-23T18:33:21Z,0
FZdQNw1AhZM,@pupud.,"Terimakasih Tempo, saya yang awalnya tidak melek politik jadi semakin tahu seluk beluk pemerintahan, walaupun terlambat tapi setidaknya saya semakin berpikir kritis terhadap pemerintahan",0,2025-03-23T06:05:38Z,0
FZdQNw1AhZM,@pel4ng1jingg43,Tempo Keren kalau pigin Cerdas harus Menyimak disini  Semoga Sehat Selalu crews tempo Cerdas berkualitas bukan ggedabrus,0,2025-03-23T00:42:17Z,0
FZdQNw1AhZM,@kadampiofficial9060,sy gak percaya 😂😂,0,2025-03-22T21:05:41Z,0
FZdQNw1AhZM,@abdullahnyambe5439,Tempo media sampah,1,2025-03-21T17:57:08Z,0
FZdQNw1AhZM,@akhmadkumaidi4760,Chanel jos soros,1,2025-03-20T11:48:34Z,0
FZdQNw1AhZM,@artoodiwan1204,MBG masih belum jelas bakal berjalan secara kontinyu. Danantara dikelola orang orang politik. Penegakan hukum baru omon omon gak jelas mungkin cuma lempar isu doang. Dwi fungsi TNI seenak udelnya sendiri. Hilirisasi industri belum jelas arahnya ke mana. Pertumbuhan ekonomi gak jelas mau dibawa ke mana.,0,2025-03-16T19:41:09Z,0
FZdQNw1AhZM,@Gantinama-i1v,"Indonesia gelappp
Pdhl udah di warning di food estate 😢",0,2025-03-15T17:27:17Z,0
FZdQNw1AhZM,@HendraHendra-d2g,Prabowo kelihatannya bingung. Disekelilingnya ditempatkan *kaki tangan* presiden ke7. Teddy itu kan mantan ajudan Jokowi pula?,0,2025-03-14T17:11:56Z,0
FZdQNw1AhZM,@MohdZaid-h8x,Korupsi ormas preman dan pungli tidak terhapus..bukan harga yg mati..tapi indonesia yg mati tumbang punah hancur...terhapus Indonesia akan maju dan jaya..,0,2025-03-14T09:10:26Z,0
FZdQNw1AhZM,@kpcahrembangdw,Panggil presiden kom jangkar...waras tah,0,2025-03-14T08:34:38Z,0
FZdQNw1AhZM,@basukirahmad9500,Kok hebat2 ya nara.sumbernya....??? Kayak yang punya negara aja......!!!,0,2025-03-13T23:45:14Z,0
FZdQNw1AhZM,@christilucy3059,"Loh bukannya budi ari ""terindikasi"" kasus",0,2025-03-13T13:02:36Z,0
FZdQNw1AhZM,@zaichannel3342,Klo mentrinya aja susah ketetmu Presiden apa lg rakyat jelata,0,2025-03-11T15:07:21Z,0
FZdQNw1AhZM,@miryamsriw-sw4yr,"kapan orag kristen jadi presiden dan reaksi islam
politik yang berkualitas",0,2025-03-10T22:07:58Z,0
FZdQNw1AhZM,@sarontogiyem7499,Ingat Dasco ingat Ndasmu,0,2025-03-09T14:21:21Z,0
FZdQNw1AhZM,@herusulaksana8646,"Kenapa tempo pelihara orang2 sinis, pesimis, frustasi dan jomblo",1,2025-03-08T21:39:19Z,0
FZdQNw1AhZM,@SetyokoPuryanti,Yg capek bgt ternyata para koruptor min. Data koruptor dr jokowi di eksekusi sama prabowo. Yg notabene bukan petugas partai cuk.,0,2025-03-07T20:59:33Z,0
FZdQNw1AhZM,@tinoberlianmajumotor2673,Salah satu media yg mendapat kan aliran dana dari asing untuk mengadu domba rakyat Indonesia...,1,2025-03-07T16:27:27Z,0
FZdQNw1AhZM,@MuhammadBintibsokeh,Sebetul nya yang di tuduhkan ke jokowi gak ada yang terbukti dari dulu apa gak malu yang nuduh2,1,2025-03-07T11:18:14Z,0
FZdQNw1AhZM,@Nurhendri-ml3ht,Syapri kan teman 98 baru nongol lg,0,2025-03-06T01:32:49Z,0
FZdQNw1AhZM,@erdynmeisat4816,Gak percaya dengan media ini. apalagi dapat investasi dari negara luar.👎,1,2025-03-04T07:38:19Z,0
FZdQNw1AhZM,@samsuwar5291,Kasihan rakyat presiden nya wowok,0,2025-03-03T21:59:18Z,0
FZdQNw1AhZM,@SadegaTri,"Gak akan maksimal Bekerja Prabowo, kalau masih di bayangi Jokowi, tapi memang Parabowo gak bakal bisa menyingkirkan Jokowi yakin 100 x",0,2025-03-02T15:52:51Z,0
FZdQNw1AhZM,@joniaja7573,"keluar dr mulut buaya, masuk ke mulut biawak😂",0,2025-03-01T06:48:19Z,0
FZdQNw1AhZM,@didacosta,Presiden ada dua..,0,2025-03-01T02:18:01Z,0
FZdQNw1AhZM,@INyomanGdeTriyasa,Undang dong ahok,0,2025-03-01T02:15:01Z,0
FZdQNw1AhZM,@jackbelmando3055,Kuuuuuuuuuuuuuuuncinya satuuuuuuuuuuuuuuuuuu..... KEMBALI KE UUD 1945 ASLI ..... UUD 1945 ADDENDUM YANG DIPAKAI SEKARANG MENGEBIRI KEDAULATAN SUDAH BUKAN DITANGAN RAKYAT.... TAPI DITANGAN PARTAI POLITIK. YA BEGINI HASILNYA.... MPR HASIL REFORMASI YG MENGADDENDUM UUD 1945 HARUS BERTANGGUNG JAWAB ATAS SEMUA KEKACAUAN RERORMASI...... MBUH CARANYA BALIK.... SEMUA UDAH KEENAKAN YANG DI PEMERINTAH DAN DPR..... SEMUA PARTAI POLITIK BERBAHAGIA BERKORUPPSI BERJEMAAH..... INDONESIA GELAP DAN SEMAKIN GELAP KALAU NGGAK BALIK!,0,2025-02-28T20:05:59Z,0
FZdQNw1AhZM,@kerjaanndahmistery,tuh kannnnnnnnnn... mantan menteri ESDM ini pengaruhnya gede.... dan gw mikirnya soal OPLOS PERTAMAX JUGA DIA BERPERAN BAHKAN PRESIDEN SEBELUMNYA,0,2025-02-27T09:04:20Z,0
FZdQNw1AhZM,@siti5169,Coba sentil yg korupsi kok diam aneh aku bangga dg pak jokowi indonesia maju negara lain puji tapi orang sakit hati ngak melek,0,2025-02-27T05:57:23Z,0
FZdQNw1AhZM,@siti5169,Bagi orang yg sakit hati bilang cawe cawe konten ngak guna,0,2025-02-27T05:55:08Z,0
FZdQNw1AhZM,@kuliahpagi7024,Hmm enaknyoo uang IMDF😊😊,0,2025-02-26T18:56:59Z,0
FZdQNw1AhZM,@TernateManise-k4c,Saya lihat Pak presiden RI belum berhasil seratus hari itu semua karena korosi belum selesai itu semua karena belum ada bukti itu dari mama kemarin itu semua dari tim Pak presiden jokowi semua dan kasus Pak presiden jokowi juga belum selesai semua itu dari abah mosese jadi jangan bilang seratus hari sudah mantap dulu dari abah mosese oke😮😮,0,2025-02-26T15:20:45Z,0
FZdQNw1AhZM,@billhalan4405,"❤❤❤❤❤thnks Tempo, sesuai dgn namanya, tetap berdetak dalam rentang zaman",1,2025-02-24T06:02:17Z,0
FZdQNw1AhZM,@MrSundaayy,Fix banget kan keinginan 3 periode itu benar adanya,0,2025-02-23T12:15:41Z,0
FZdQNw1AhZM,@NelsonMeok,"Tolong buat konten Peghematan ala Prabowo. 
Kabinet besar stafsus melimpah pengangkatan banyak Pejabat Eslon 1 dan 2 di Kementrian,  Lembaga  yang banyak menyerap tunjangan jabatan eslonering.
Larangan Pertemuan/ rapat di K/L tapi buat retreat Kepala Daerah yang menyerap dana cukup besar untuk konsumsi ,Akomodasi dan honor narasumber dll. Penghematan model apa nih ????? 14:37",0,2025-02-23T07:47:34Z,0
FZdQNw1AhZM,@rajaquotes5121,Saya percaya pak Prabowo orang jujur dan baik. Tapi baik saja tidak cukup. Bapak jangan mau disandera orang lain,0,2025-02-23T04:12:12Z,0
FZdQNw1AhZM,@abaheffiharfiana7914,Ajak ngobrol Sukatani band dong. Seniman yg didatangi aparat Polda Jateng dan dipaksa minta maaf karena belum bayar saat bikin lagu,0,2025-02-22T23:53:43Z,0
FZdQNw1AhZM,@bambangwilopo5056,"Wowo nggak bawa HP mbak, takut Boros karena di lempar lempar.",0,2025-02-22T22:06:41Z,0
FZdQNw1AhZM,@pageofwand,Mayor Teddy is our first lady 🙂,0,2025-02-22T19:50:41Z,0
FZdQNw1AhZM,@MitraSembako-g4g,kaliya majalah tempo harus tau baca sejarah satu pa karno timbul PKI keduwa paharto timbul aturan ordebaru tiga pdi smetara sampesitu,0,2025-02-22T19:45:30Z,0
FZdQNw1AhZM,@Papbow.03,Apa perluuu,0,2025-02-22T16:15:40Z,0
FZdQNw1AhZM,@haedarmuhnan1553,Bocor halus ga mampan harus bocorin t4 persebunyian hasil korupsinya,0,2025-02-22T04:36:03Z,0
FZdQNw1AhZM,@CoachKemas,Pemberitaan berimbang ❤,0,2025-02-22T01:40:35Z,0
FZdQNw1AhZM,@yuslinanovianti794,Ibu negara harus lebih galak memang,0,2025-02-21T04:13:11Z,0
FZdQNw1AhZM,@bambangriyadi2164,Saya Yakin 5 tahun ke depan Indonesia ambrol hancur.....aturan  banyak ditabrak ......rusaaaaaaaak......mana para tokoh pada mingkem......,0,2025-02-20T06:51:38Z,0
FZdQNw1AhZM,@yusufsubianto7205,Omon-omon....,0,2025-02-19T00:23:41Z,0
FZdQNw1AhZM,@melkisedekoki-rs7tl,"Sy malah curiga dgn sosok mayor Tedy, jgn2 dia ini memerankan misinya pak Mulyono?",0,2025-02-18T23:11:31Z,0
FZdQNw1AhZM,@SriSabarti-lp6xy,Bocor alus and tempo sebelas dua belas kelompok orang sakit hati😂😂😂,0,2025-02-18T15:41:38Z,0
FZdQNw1AhZM,@radenjauhari8448,"Suka2 merekalah, kami cuma penonton. Nonton mereka versus azab karma",0,2025-02-18T15:29:43Z,0
FZdQNw1AhZM,@aniksurya2274,"Dari awal kemenangan  pilpres yang  terus curang selama masih ada mukidi. Saya gak pernah percaya bahwa roda pemerintahan akan berjalan sebagaimana mestinya.  Muaakkkkk melihat kelakuan pejabat, yang pada keblingerrrr...😢",0,2025-02-18T15:14:39Z,0
FZdQNw1AhZM,@sugiantosugianto7871,Menambah energi dan semangat para adik2 mahasiswa maju terus demi masa depan kalian yg lebih baik,0,2025-02-18T00:28:45Z,0
FZdQNw1AhZM,@agusms6461,Tante tedi... ibu negara...,0,2025-02-17T23:26:57Z,0
FZdQNw1AhZM,@kiwinartosabdo2591,Terungkap rejim yng bingung.,0,2025-02-17T17:22:18Z,0
FZdQNw1AhZM,@kiwinartosabdo2591,"Bocor Alus: obyektif, mengungkap aspek2 tersembunyi, mencerahkan.",0,2025-02-17T17:21:00Z,0
FZdQNw1AhZM,@EsNasir-t5l,"Dimana bisa beli majalah tempo, dulu di toko2 buku, di tukang koran pinggir jalan ada? Sekarang susah ya...",0,2025-02-17T10:30:31Z,0
FZdQNw1AhZM,@zaidizaidan5883,tedy bos sebenar,0,2025-02-17T09:26:24Z,0
FZdQNw1AhZM,@maruli57,"Bagaimana jadi menteri tapi jadi aspri Prabowo,,kementrian nya siapa yg urus?",0,2025-02-17T07:36:30Z,0
FZdQNw1AhZM,@AndikaFirmandaIrawan-b9j,Tempo = PDI banget😅,0,2025-02-17T04:27:03Z,0
FZdQNw1AhZM,@KulinerSibreh,"Luar biasa bukan bocor alur sih, bocor banjir ini 👏🏻",0,2025-02-17T01:58:36Z,0
FZdQNw1AhZM,@donnypangabdi8825,Susah ketemu berarti😢,0,2025-02-17T00:47:43Z,0
FZdQNw1AhZM,@Noyriat,"Don dasco, mantul demi 2034",0,2025-02-17T00:35:52Z,0
FZdQNw1AhZM,@GaneshWijaya-ch5jw,Lebih dari empat kaki keknya prabowo suka berkelakar trus kaki komedinya siapa? Piara kucing  trus kaki cat lovernya siapa? Klo mo dibikin tetep empat pun boleh sebagai kaki koordinator.,0,2025-02-16T04:46:04Z,0
FZdQNw1AhZM,@SulamulfalahOfficial,bagaimana cara berlangganan koran tempo ?,0,2025-02-16T02:37:49Z,0
FZdQNw1AhZM,@dartidarti9438,"Saya seneng nonton kalian lucu2 ga mbosenin, sehat selalu",0,2025-02-15T23:27:36Z,0
FZdQNw1AhZM,@arisabidin-y1e,KPU  maenkan resever semoga masuk neraka ?,0,2025-02-15T17:25:01Z,0
FZdQNw1AhZM,@dokushinsan,Warta Congor Alus generasi penerus Prof Dungu Gerung,0,2025-02-15T15:55:50Z,0
FZdQNw1AhZM,@UjangHermansyah-z9t,Otoriter itu tidak masalah kalau otoriter demi kemajuan negara dan bangsa . Lihat sijinping presiden cina dia otoriter tapi cina sangat maju tidak seperti Prabowo hanya omongbesar dan memberi harapan besar kenyataan nyo nol besar . .,0,2025-02-15T10:56:10Z,0
FZdQNw1AhZM,@UjangHermansyah-z9t,Prabowo pembohong besar baru saja ujicoba makan gratis . Semua anggaran sudah disunat . Ekonomi 9 persen makin takmungkin . Dolar jadi 6 ribu juga mustahil . Kemungkinan Prabowo ini akan stres sendiri karena mimpi Prabowo Subianto terlalu banyak dan mimpi yg agak takmasuk akal . Semoga pak Prabowo tidak jadi presiden stres .,0,2025-02-15T09:45:35Z,0
FZdQNw1AhZM,@papirein8948,Dasco kek calok lama²😅,0,2025-02-15T09:42:42Z,0
FZdQNw1AhZM,@UjangHermansyah-z9t,Kalau dasko sangat berkuasa di DPR RI kenapa sampai saat ini UUD ttg penyitaan aset negara terhadap koruptor belum di syahkan . Nampaknya Prabowo ini hanya omong besar dan memberi harapan kepada masyarakat . Sudah mulai banyak terbukti . Yg pertama kabinetnya Gemoy sangat boros. Korupsi makin gila . Hukum makin takjelas PHK dimana mana . Pengangguran makin banyak . Lapangan kerja makin sulit . Gaji kecil sembako mahal .,2,2025-02-15T09:41:29Z,0
FZdQNw1AhZM,@prayitno8573,Prabowo dasco baru keren preode selanjutnya / prabowo sugiyono.walau 3 preode saya setuju.kinerja prabowo memang betul2 untuk rakyak,0,2025-02-14T16:29:42Z,0
FZdQNw1AhZM,@KulinerSibreh,❤❤❤❤,0,2025-02-14T15:13:39Z,0
FZdQNw1AhZM,@sumardjosoewitodarsono3384,Salamku utk mas Bambang Harimurti,0,2025-02-14T15:09:05Z,0
FZdQNw1AhZM,@sumardjosoewitodarsono3384,"Lihat saja jika si WO wo jalan di TV’News 
Terlihat dingklang( nggak sinkron kanan & kiri )",0,2025-02-14T15:07:46Z,0
FZdQNw1AhZM,@ajangsujana9519,Pantesan IG di block....dia apa jokower yg beraliansi ke rrt kah ?,0,2025-02-14T10:30:30Z,0
FZdQNw1AhZM,@bosssatiid,Listyo sigit akan jadi menteri,0,2025-02-14T03:09:58Z,0
FZdQNw1AhZM,@ilhamhamid255,Thanks!,0,2025-02-13T16:00:08Z,0
FZdQNw1AhZM,@muhamadarip9723,Aduhhh kapan lanjutannyaaa,0,2025-02-13T15:55:50Z,0
FZdQNw1AhZM,@bidadari95,Tempo tambah hitz. Ka Cica makin kesini makin cantiik 😂,1,2025-02-13T04:30:28Z,0
FZdQNw1AhZM,@bidadari95,"SELAMAT YA WAHAI KAUM 58%, BARU 100 HARI SUDAH MENGKHAWATIRKAN 👏👏👏👏",1,2025-02-13T04:27:20Z,0
FZdQNw1AhZM,@nurhayatiida4388,Hebat prabowo bila bisa mengadili jokowi dan anak2nya,0,2025-02-12T21:23:30Z,0
FZdQNw1AhZM,@hodlre3553,Oknum 98 di jadiin pemimpin ya begini,0,2025-02-12T16:38:57Z,0
FZdQNw1AhZM,@maryaniarwin7124,"saya salah satu dari 7000 korban penipuan robot trading net89,sudah hampir 4 thn kami tak pernah lelah berjuang utk mendapatkan uang kami kembali,bareskrim sudah  menangkap beberapa para tersangka dan  menyita aset-aset dari telapor ,titik terangnya terlapor mengajak damai kepada pelapor ,pada akhirnya karena proses yang sudah sangat panjang kami sebagai pelapor menyetujui Restorative justice (RJ) dari pihak terlapor dengan persyaratan yang sudah disetujui antara pelapor dengan terlapor ,maka kami sebagai korban memohon dukungan  dan pengawalan utk Restorative Justice (RJ) tersebut agar prosesnya cepat utk menuju restitusi yaitu pengembalian uang kepada para korban",1,2025-02-12T09:19:33Z,0
FZdQNw1AhZM,@maswasis,"Buset...Pernyataan bahwa anggota DPR pendukung Pemerintah, kalo gitu ganti aja R nya dengan P",0,2025-02-12T00:09:47Z,0
FZdQNw1AhZM,@fredifredi8231,Maaf utk RAKYAT saat ini 100% rakyat kecewa ternyata guru Pak Prabowo ternyata adalah Bp Jokowi SUDAH di jelaskan sdri oleh Presiden sdri kemarin dlm pidato nya berarti jangan harap utk maju atau tidak ada kemajuan sama sekali utk kemajuan di NKRI maaf ya atas masukam KAMI 😡🤬🔥,0,2025-02-11T11:51:09Z,0
FZdQNw1AhZM,@themikir8315,Jokorawi adalah the father of cawe cawe,0,2025-02-11T09:27:13Z,0
FZdQNw1AhZM,@dupedexor2721,"100 hari kerja Pemerintahan kurang greget bgt..
Inget prabowo kampanye meledak2 ngomon ""SAYA KAJAR KORUPTOR SAMPAI KE LOBANG SEMUT..",0,2025-02-11T03:54:15Z,0
FZdQNw1AhZM,@dantearoel9078,Teddy ini utusan jokowi untuk jaga baby fufufafa,0,2025-02-11T03:49:22Z,0
FZdQNw1AhZM,@D_Kat07,Dibekukan USAID bikin ngos-ngosan makin gencar jualan proposal.😅,0,2025-02-11T01:45:05Z,0
FZdQNw1AhZM,@juragancukrik556,Si Tempe BOCOR KERE...... wkwkwkwk wkwkwkwk wkwkwkwk 🤣🤣🤣🤣🤣,0,2025-02-11T01:33:11Z,0
FZdQNw1AhZM,@Bahagia-ik8np,TEMPO KAYAKNYA KAYAKNYA MAKIN KESINI MAKIN KESANA,0,2025-02-10T17:54:04Z,0
FZdQNw1AhZM,@johnlonda5415,Indonesia Harus Di Pimpinan Meliter Supaya AMAN🎉,0,2025-02-10T16:22:51Z,0
FZdQNw1AhZM,@jurnalisindependen3478,"egi dan cisca beda 10 tahun dengan pram, manggilnya: pram-pram aja",0,2025-02-10T14:53:10Z,0
FZdQNw1AhZM,@HandiSaputra-e1j,Besok gwe ganti lihat aja itu Wakapolres lstiosgit Prabowo... Gwe ganti dia pake sapol pp😅,0,2025-02-10T13:30:52Z,0
FZdQNw1AhZM,@nawawinasrun,Menariknya Bocor Alus adalah para Wartawannya memiliki basis investigative journalism yg kuat sehingga narasi yg dipaparkan terasa sangat informative and factual.,0,2025-02-10T07:51:53Z,0
FZdQNw1AhZM,@sugiewijadi,Prabowo Subianto dan Anies Baswedan 11 12  Sama sama cuma banyak omong omong saja Tidak ada bedanya Bagaimana mungkin Indonesia bisa bertambah maju😂 Gue si h lebih percaya Jokowi 👍,0,2025-02-10T04:52:54Z,0
FZdQNw1AhZM,@NafisahShahab-r9e,Comittee reelection president 365×4=4 tahun❤❤❤,1,2025-02-10T04:12:00Z,0
FZdQNw1AhZM,@NafisahShahab-r9e,Maaf CRP 365❤❤❤,1,2025-02-10T04:10:46Z,0
FZdQNw1AhZM,@NafisahShahab-r9e,"CPR= 
C=oksigen O2
PR=1500-40=1460
1460:4=365
❤❤❤",0,2025-02-10T04:09:50Z,0
FZdQNw1AhZM,@NafisahShahab-r9e,Bagus banget terinspirasi dari all president are men❤❤❤,0,2025-02-10T04:06:08Z,0
